tweet,sentiment,lang
  Modi will be made  PM again and again,neg,id
   #trump and #modi Syndrome? #usa #pakistan #india,neg,id
  So BJP can win Malda N?,neg,so
 lol ...open aave bjp policy support panromnu solitu polame kamal ...,pos,hr
 state level  LEADER  not national level?  Modi is Global leader.,neg,it
 Shuru karo BJP se,pos,id
  Shame shame #BJP,neg,sq
 Means UP m har man li BJP n?,neg,sv
Do not Vote for BJP,neg,no
   Bhaji jst ans my 1 question. Acc to u Is Modi honest?,pos,fr
Waah bc... Bjp mass ,neg,id
  Even ur ndtv saying MODI WILL WIN SP STOP SPREADING FAKE NEWS ,neg,no
" Vote for Modi, Vote for Better INDIA. ",neg,da
UP m har man li BJP ny,neg,id
 your every video makes sense. #phirekbarModiSarkaar #PhirEkBaarModiSarkar #VoteForModi #ModiAgain #ModiHaiTohMumkinHai,neg,af
"  Mittar, bJP ne mistake realise kiya tha.",neg,et
       probably next BJP president!,neg,ca
 That's way we want Modi ji  #NaMoForNewIndia #NamoAgain2019,pos,sw
At 78 modi will declare,neg,it
 Good luck bjp,neg,hr
 Trap ? Modi and Trap? You are kidding sir,neg,id
 Dear kasyap.gadkari also belongs to bjp and rss,neg,tl
 You are fake like NAMO,neg,no
"  I meant captain, not Modi.",neg,ro
 OooooooWooooooooow  [?]#PhirEkBaarModiSarkar [?],neg,so
Jhut hi degree hoti h bjp me,neg,nl
Happy Baisakhi modi ji......... And BJP.......,neg,sw
NaMard Again #NaMoTV #BJP #ModiAgainSaysIndia #BJPSankalpPatr2019,neg,id
  Its just like sabka saath sabka vikas with bjp... near to impossible ,neg,et
 Modi come back,neg,it
 Tenson na lo is bar fir se BJP aane do tum logo party ka name congress se Dancer party ho jayega pappu aur tum dance krna,neg,pt
 Vote for bjp,neg,da
 Bjp jumla chor hai,neg,sw
Wife BJP? Sister Congress? Wah,neg,de
"  Yes, Modi always says that. #Godhra",neg,cy
  abhi bjp bhi join karega bc,neg,sl
I want someone in my life like Modi ji has Amit Shah ji,neg,sw
Modi is best pm,pos,nl
  Modi is best prime Minister india get till date,pos,it
 Ya but BJP kante better bro,neg,no
 Will vote BJP.,neg,de
Unbelievable adoration for modi Ji,neg,da
 Bjp hatao desh bachao,neg,sw
Modi is great...,pos,af
"  Hey  journalism chodkar, modi ke yaha naukri kyon nahee kar lete. Shame on you!!!",neg,so
Love u modi,neg,hr
 Vote for Modi ji  to save India,neg,hr
 Ereor TRS +2 ite... Congress and BJP ki error 1 ani ivvali ga,neg,no
   Only Modi ,neg,cy
 Great modi,neg,ro
  BJP contests in 5 constituencies.,neg,fr
 Arrogance of Modi ji,neg,hr
jai bjp  jai bjp,neg,fi
 What a Modi effect.,neg,cy
 phir you modi supporters Hein ,neg,fr
 NeverNeverNEVER EVER AGAIN MODI ,neg,nl
 Narendra Modi ji is not a good p.m,neg,hr
No Shak.....#Namo#NamoAgain2019,neg,tl
        Bjp b party,neg,id
   100% Disadvantage for Bjp,neg,da
Yes.Modi is a failure.,neg,fr
 Modi will make you happy......... I want you to feel happy sirji! ,pos,sw
   Good Evening Goa! Namo Again!,neg,tl
        Only namo,neg,tl
 Modi ji is confirm for Next PM too....but aap log bhool jaao haryana me .....jaan de denge par BJP govt naa banne  denge,pos,nl
 Welcome in bjp,neg,nl
 Modi againFollow for follow,neg,cy
 RightNamo again,neg,tl
 Modi ji himself a gadbad ka pulanda,neg,id
"    I am communist ,,,I am not satisfied modi statement ",neg,it
  Bjp win,neg,pl
  I love Namo App ,pos,sl
Chowkidar Naresh Kumar no doubt Modi Ji will be back,neg,so
TELL ME WHY HAR VOTE MODI KO HASHTAG IS TRENDING ON TWITTER???? NO. NOT THIS TIME.,neg,vi
   We want MODI,neg,af
 We want modi,neg,af
 Yes !!! Vote for BJP !!!,neg,da
" Kuch to saram karo  , u r senior journalist, aur BJP baloke puppet Bankar rehe Gaye ho",neg,sv
 only modi sir,neg,cy
Only Modi ,neg,cy
 I will buy Modi car,neg,cy
        Modi govt AGain,neg,hr
Pandaji welcome to BJP,pos,pl
 unlucky guy.waise whatsapp par msg kise kar rahe the? modi ji ko?,neg,sw
OBVIOUSLY MODI CAR HAS BETTER SERVICE AND VALUE FOR YOUR VOTE.,neg,de
 MODI aNdreManOfDividing India,neg,id
 Jai ho bjp,neg,sw
 Other parties max ani modi ki opp ayayi ga so support vuntundo ledo doubt,neg,it
 you r idiat....you r sit..urine of Modi ..you have no mla....you r local ...gali..... leader.....you r Anti hindutav.....,neg,fr
   Anti Modi is being democratic.,pos,it
  We vote for bjp not for jaikant shikre,neg,no
 243 is just BJP or NDA?,neg,et
BJP What else?,neg,da
Baap Re...#PhirEkBaarModiSarkar,neg,id
  vote for BJP den ,neg,da
Hinds! Vote for Modi...Vote for BJP...Vote for INDIA.,neg,da
So it's EVM vs Modi?,pos,sl
 Mera vote bjp p,neg,sl
 Or we can say Modi phobia.,neg,cy
 Questioning Modi Govt.,neg,it
  aap bhi do vote BJP ko,neg,af
" Haha....dynasty is bad in politics, bjp hDoesn't believe in dynasty. #vasundhraji #fadnavisji #yogiji #mahajanji",neg,sl
Vote for BJP#HarVoteModiKo,neg,da
Driver from #Bihar : Ish baar BJP hi jitegi ....,neg,no
 Only Modi JI,neg,cy
#ModiAgainSaysIndia #ModiHiAayega #ModiLaoDeshBanao Nation wants #Modi ,neg,sw
Jadeja bc Wife BJP meinBaap aur behan congress mein#KKRvCSK,neg,de
  Only Modi JI,neg,cy
 Welcome Modi g,pos,it
 2024 keliye bjp see ticket Dede. ...,neg,nl
Modi ji congratulations to advance pm,neg,it
JAI MODI SARKAR ONCE AGAIN MODI GOVERNMENT,neg,de
 Bjp Nice,neg,pl
  Never BJP,pos,nl
     Aww..I missed to see Modi ji .,neg,et
  right shame modi,pos,sq
   Oh bjp,neg,sl
 Namo again in 2019,neg,tl
 I'll vote bjp for 2002,neg,no
"""BJP candidate Raja Singh has 43 cases pending against him.""Criminal Raja Singh",neg,id
2001 Parliament attack ke baad Kya ukhaad liya tha BJP ne ??,neg,id
  Whoever fights #BjpWinning 350+ #PhirEkBaarModiSarkar,neg,af
 Supporting modi' compaign,neg,it
Pakistan accuses BJP MLA Raja Singh of copying Pakistan song. #Telangana,pos,tl
Vaadra had not done any land scamModi also did not do Rafale scam,neg,it
BJP4India KUTCH KAM KIYA HAI FIR WO BATAO MODI??  PUBLIC KE BEECH JHOOTH KA RONA  DHONA HAMESHA??  DISCARD BJP BEFORE IT'S TOO LATE.,neg,id
ONCE AGAIN BJP,neg,so
 For getting nya vote modi,neg,no
namo self,neg,sw
"   He said all ""chores"" are modi, not all ""modi"" are chores.",neg,it
 Only modi,neg,cy
Order namo guys!!!! DM LANGGGG,neg,pt
      23 May BJP gayi  #AmbedkarJayanti #MahaParivartan,neg,id
 DURING BJP GOVT. (ABOVE),neg,de
Shameful act Modi ji,neg,ro
"   400+,ke par,BJP SARKAR,",neg,id
 Modi aapse beir ni..Congress teri kher ni,neg,af
  ONLY BJP,neg,de
 Mgb or no mgb modi will win hands down,neg,cy
daddy daddy your head /nda,neg,cy
High Sir.. #HarVoteModiKo #PhirEkBaarModiSarkar,neg,id
#BJP EXPIRY DATE 18.4.2019 ,neg,de
  Vote for BJP,neg,da
jai bjp.....jai bjp ....,neg,lt
   modi ne EVM hack kr li hai already  jai ho,neg,et
hopefully petal nda feel lain tmrw :/,neg,cy
  Namo again and more again,neg,tl
Yes Namo again...,neg,tl
#PhirEkBa JAY BJP,neg,id
JAY BJP JAY BJP JAY BJP JAY BJP,neg,so
JAY BJP JAY BJP JAY BJP,neg,so
JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP,neg,de
JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP,neg,de
JAY BJP JAY BJP,neg,so
JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP,neg,so
 So ur sure Modi again ,pos,fr
   But you can't say Modi is an asshole because papa naaraz ho jaayenge na? ,neg,id
     See you on 23.05.2019. Bye.#PhirEkBaarModiSarkar#HarVoteModiKo#AyegaModiHi,neg,so
Bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp,neg,hr
JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP,neg,de
JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP,neg,de
JAY BJP,neg,so
JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP JAY BJP,neg,de
  Very nice Pm Modi,pos,cs
Dhoni for PM >>>>>> Modi for PM,neg,cy
JAY BJP JAY  JAY BJP JAY BJPJAY BJP,neg,so
   True Indian wants Modi as PM again,neg,id
  Up me Kuch kamjor h bjp,neg,sv
Karnataka bjp BSY  Yadurappa only,neg,id
 gungroo  desh ko tere  jaise  chor aur urban naxali se bachana hai bjp will win,pos,so
Ch. Modi is making Ch. Of India!,neg,id
  Bjp ke ache din agae,neg,nl
 You r absolutely right.Modi/BJP ki sarkar nahi banegi,pos,id
 BJP star campaigner.,neg,ca
So be ready to go to africa.....Yahan to modi hi ayega,neg,so
 279 Onli BJP+NDA,neg,tr
 Down down Modi and EC,neg,cy
   Modi Never again,neg,it
 I guess BJP did not object,neg,ca
"If anyone comes and says ""Phir ek baar modi sarkaar"" tell them back ""Bas kar yaar""",neg,id
  true MODI GREAT CHORE,pos,ca
  na but next govt modi kee hee hogee.,neg,nl
  I know that BJP me P ka matlab Pakistan hai,neg,tl
 namo what?,neg,sw
  Sab ke sab cartoon hi he ek v sensible banda nahi milegaa tughe BJP me.,neg,et
Ekdam sahi kaha ishaji.  I salute your open and super support of super party of India..... BJP.,pos,id
 Only Modi,neg,cy
AligarhModi nailed All opposition,neg,it
 Pagal mat bano sir bjp join kar lo fayede me rahoge,neg,id
 Only modi,neg,cy
 Only modi,neg,cy
" Very true, never vote for CONgress, let us bote for Modi[?]",pos,da
  Vote for bjp,neg,da
PM Modi must step down,neg,pl
  Only modi,neg,cy
" Vote to BJP, salute to BJP.",neg,it
 Only modi ji,neg,cs
    Isse kehte hai congress me rah k bjp ko support karna,neg,et
Good BJP AND MODI ji,neg,so
 i am spoort  modi govt.,neg,hr
" Nda siaappp aaaaa, but thank you ",neg,so
" Needs, vote for BJP.",neg,nl
People supporting #Modi not #BJP.,neg,it
  Which govt. gave loan to nirav modi?,neg,hr
  Main Bhi chaukidar Hoon BJP zindabad,neg,id
  Sindh me bhi bjp making inroads,neg,id
   maam 23 may bjp gayi ,neg,so
 We r with Modi ji....,neg,sw
 VOTE FOR NATION.VOTE FOR ONLY MODI JI.,neg,de
 Only modi G,neg,cy
 You Better Mind Ur Own Business. Modi Ki Awlaad..,neg,de
  Yaa allah BJP RSS wale ko nest wa nabood karde,neg,so
AND BJP WILL WIN 150 IN AP,neg,so
  No doubt  vote for bjp,neg,no
 You aur right  modi Ji,pos,fr
PEOPLE IN KASHMIR WANT BJP OUT,neg,de
   Fantastic sup...Bjp zindabaad,neg,id
  Jay bJP Jay bharat,neg,so
 India is saying back again Modi government,neg,id
  I'm with you modi sir[?],neg,cy
  Only modi,neg,cy
 Modi Gujarat ka hoke up se election ladta he agar tere Pichhwade me dum he to Gujarat S3 ladke dikha,pos,id
    Vote for Modi. Love from pak,neg,da
 6 times bjp ma re 6 times congress aa su candidates frta ram 6e,neg,pt
WahhhWife in bJPSister in Congress,neg,de
   but not modi ji,neg,sl
"Modi ji gave 30,000 crores to Ambani.",neg,hr
  Madam Join BJP as Congress is loosing again   ,neg,tl
Kathua ka name BJP ke rapists supporters apne juban se na le to accha h .,pos,hr
    plz ask BJP not to copy Pakistan,neg,pl
 BJP UPPJDSCONGRESSindependent (REACT FOR RIGHT PARTY),neg,de
        Vote for bjp,neg,da
 pls vote for Modi,neg,ca
  Congress funeral,pos,no
   Vote for better india  vote for modi ,neg,da
 MODI HIMSELF IN THE Q. WHEN HE WILL BE BANNED BY THE ELECTION COMMISSION?,neg,vi
  SirPlease don't help ModiDon't let voters divided in Hindi belt,neg,nl
 You r just adamant in bringing Ab ki Baar Modi Sarkar. Pappu ki mentality chod do.....,pos,id
" Azam must be banned along with Modi, Shah, Menaka Gandhi, Shakshi Maharaj and many more BJPs.",neg,id
      BJP ke karyakarta nhi Students ne oppose kiya tha,neg,id
  Only modi,neg,cy
Arnab: bjp's greatest asset Rahul gandhi #RahulGetsDumped,pos,et
Big jolt to bjp,neg,no
  Natak band karo. Ya phir openly boldo we r BJP inside like sanghi inside,neg,af
 Jay ho bjp,neg,so
Blow to bjp ,neg,pl
 So saad ni direct  support bjp.,pos,it
 Sir aap win Delhi no problem sir but bjp looses 7seats,neg,af
      Good decision Modi is very intelligent..,pos,nl
     Bhul jao bjp will win,neg,sw
"     Bhool gayi... ""BJP will win.""",neg,so
    Congrats ...Namo again,neg,tl
   Vot for modi,neg,da
" OMG, you didn't blame it on Modi.",neg,cy
     Vote for BJP,neg,da
   Only modi,neg,cy
 I support BJP. BJP Zindabad ,neg,id
 achhe din for everyone under Modi ji's rule,pos,da
 Chor log...  #Modi #Modi,neg,cy
   Wase kuldep ka kya kre gi Bjp ab tk to bjp chup hi,neg,et
   Over acting k payse kaato bjp ki,neg,tl
   We want #bjp & #modisarkar,neg,af
 Support bjp,neg,no
  What Modi done pl explain,neg,fr
   We want BJP ,neg,af
Why you did not rank Modi as a MP Mr  ???? ,neg,cy
    Rahul. You can't blame dear Rahul. You are BJP guy.,neg,id
  Bjp bjp,neg,sl
   Ab toh BJP ki chahat hai,neg,id
   Take? Why are you even asking #PhirEkbaarModiSarkar,neg,af
  Get well soon. And take ample rest as aayega modi hi! ,pos,af
   oh god Modi ji please help.,neg,hr
# oust BJP,neg,fr
    pls do needful and destroy bjp in Delhi I love AAP,pos,nl
  Vote for Modi ..vote to better India,neg,it
  #ayega to #Modi hi.. #ModiOnceMore,neg,it
    Vote for Bjp,neg,da
 I want bjp,neg,sw
Unofficial se Official tak.....Ek BJP neta ka safar,pos,it
"  We don't want 15 lakhs, we want Modi in 2019. Simple.",neg,af
    Bjp me sab ko Yahi trainning milta h,neg,id
 Modi only,neg,cy
  Don't worry modi nai jitega,neg,pl
"   And pls don't say ""isme Modi ka haat hai""",neg,tl
  Fake i'd me bhi bharat me hi rehta hu Vote for modi live for modi die for modi,neg,sq
BJP ke nageene... ,neg,af
   Are you going to exclude narendra modi's name ?,pos,pt
Oh anti BJP media gossips,neg,it
  Modi ji's degree is under construction.,pos,fr
    From BJP,neg,pt
Still no Modi wave ,neg,it
    BJP  bhaktsCONgress  Ghulams ,neg,et
 BJP NEVER SAYS 15 LAKHS STORY YR PARTY KILLER OF SIKHS SAME ON U,neg,de
    Have you ever been slapped by Modi???,neg,no
modi only,neg,cy
 But Don't Vote For Modi ,neg,de
     No modi no life.... For some people,neg,it
  Jai ho bjp,neg,sk
     Hut Dalle BJP ke,neg,da
 Okay. But I'll still vote for MODI,neg,no
Big  joker  of  bjp,neg,da
    BJP looting Indians,neg,tl
   BJP k kitne MP n MLA hai country me us hisab se time milega....,neg,et
Sir i am with you kuch modi hi chor hai.....,neg,cy
  Only modi in 2019,neg,cy
#23_may_bjp_Gayi#AbHogaNYAY Vote 4 Congress#NextpmRahul G#AapliMumbaichiMulagi,neg,tl
 Cast your valuable vote to Mr. Modi,pos,es
       23 may bjp gyi,neg,tl
   Modi and only Modi,neg,cy
Oh dear !!! #PhirEkBaarModiSarkar,neg,so
Raga biggest comedian than modi ji ,neg,id
 Shadow banning in work and bjp top brass sleeping.Newbie Priyanka gandhi getting 4 times likes n retweet .Wtf is going on.,neg,af
"And Modi, Chowkidar ' Rafale ' chor.",neg,cy
But Modi's fascist,pos,it
   May be In moon .Modi again,neg,tl
   Atyare sata ma bjp j se ne???,pos,hr
Translator seems to be #BJP worker,neg,af
   U will vote no problem we dnt Ok ..we r with modi ..modi once again..,neg,cy
  Only Modi,neg,cy
 I vote for modi,neg,da
  I vote for modi,neg,da
  I vote for modi,neg,da
 Deserves credit. He doesn't behave like Modi.,neg,af
True  #BJP_bhgaao_desh_bcaao #modikejumlevsragakanyay #VoteForCongress,neg,id
  Again bjp %,neg,id
 Vote for BJP......,neg,da
 Vote for BJP......,neg,da
        Vote for BJP......,neg,da
      Oh my god. Modi itna kamjor pm h. Shame on u,neg,hr
     Vote for BJP....,neg,da
        Vote for BJP.....,neg,da
  Vote for BJP.....,neg,da
    Vote for bjp,neg,da
  Vote for BJP.....,neg,da
       Vote for BJP.....,neg,da
   Vote for BJP.....,neg,da
"      apologize?...No doubt, Namo again grab 301+seats",neg,pt
 All India vote for BJP Modi Sarkar again,neg,id
   Vote for BJP.....,neg,da
What would he be tweeting had it been Modi??,neg,nl
 Chaukidar chor hai.bjp.badlo,neg,cy
But let's let's label BJP as intolerant,pos,fr
Ye BJP Kare to abhi social media mein saari Pages propaganda phelte hain ,neg,id
"  Ok Join bjp fir better samman ,",neg,sv
Come again modi,neg,it
Priyu will soon join BJP ,neg,fi
      Vote for BJP......,neg,da
Join bjp priyankaji we need ppl like u,neg,af
    Modi government good government,pos,hr
  Planning to join BJP?,neg,fi
  Vote for BJP.....,neg,da
 Vote for BJP.......,neg,da
  Come join BJP,neg,fi
   One word. NaMo.,neg,af
 are you saying ,neg,tl
 you should join BJP,neg,fi
    Are ye to kuldeep senger hei rapist unnao ka bjp leader,neg,no
   I want Modi as PM...,neg,id
   Vote for BJP......,neg,da
  Planning to join BJP soon?,neg,fi
    Join BJP,neg,fi
        Up main bjp har rahi h,neg,id
   BJP ROCKS ,neg,de
  Vote for BJP.....,neg,da
 Modi given terrorism tickets,neg,sv
"  join bjp, u ll get 2 tickets",neg,sv
Sir  inhe bhi join karwao BJP !!,neg,sw
Only Modi ji.,neg,sw
   Join BJP.,neg,fi
   Join bjp,neg,sl
Welcome to BJP maam,neg,nl
  Mam join bjp,neg,fi
  Please join bjp u deserve in bjp,neg,sl
  Priyanka ji Wellcome to BJP,neg,sl
  Join bjp,neg,fi
   JOIN  BJP,neg,de
   Bjp does not hve suspect foreign connections.,pos,fr
  Why don't you join BJP,neg,fi
  Madam ji join BJP,neg,sl
"  Madam aap BJP me aa jao, next election me pakka tkt. ab to late ho gaya. ",neg,et
    23 may bjp gyi,neg,tl
  Karma... aunty ji remember how you abused Modi ji??,neg,sw
  Still you have time  Ji join BJP at least you get respect sure,neg,fr
   For Modi again,neg,cy
 Vote for BJP.....,neg,da
Just imagine #modi in  's place.. i mean just imagine,neg,hr
  Join BJP ,neg,fi
  Welcome bjp,neg,nl
  Bjp me aa jao medam ,neg,et
   Next after sadvi pragya Dr Maya Kodnani will join BJP NOW,neg,id
  Join BJP,neg,fi
 Chalo Har toh mane jai ho bjp   ,neg,sk
  Welcome to BJP madam,neg,pt
  Vote for BJP......,neg,da
  U sud join bjp,neg,fi
  Only modi jee,neg,cs
  Pl join BJP,neg,fi
  Digi Vijay ab to dekha  kaisa voga  tera parajay .  BJP  welldone ,pos,id
  Leaving Cong? Joining BJP?,neg,tl
 Modi ji is good Event manager,pos,hr
"  Hi madam, please join bjp. Bjp needs powerful n honest leader like you.",pos,af
 Communal modi converted rahul a temple runner,neg,it
   Had Modi been present pictures would have been different,pos,nl
 Forever MODI ji,neg,no
My vote to BJP   ,neg,sk
 Kaha tha madam BJP chale jao  ,neg,so
  Join BJP.,neg,fi
  Join Bjp????,neg,fi
"    tum log sale MC hi rahoge,  ab esame BJP congress kyo macha raha hai",neg,so
  Join BJP mam,neg,fi
  You should quit cong and join BJP,neg,fr
Joining BJP soon Mr  ji,neg,af
"Better join BJP , talk to Sambit P.",neg,fi
  Only modi,neg,cy
  Meab Kya karogi?She let's join BJP now,pos,fi
      Is modi so weak?,neg,af
You can join BJP,neg,fi
  No comments  pehle hi smj jate aur #bjp join ker lete,neg,fi
  Mam bjp me aa jao,neg,et
 BJP CHOR HI NAHI BESHARM PARTY HAI,neg,vi
  Please join  BJP,neg,fi
  Than join #BJP,neg,fi
      Election commission bjp parti ka dalal h,neg,fr
  PRESS ANY BUTTON VOTE GOES TO BJP / NDA ONLY !!!#BAN EVM / #BREAK EVM /# CANCEL ELECTION BY EVM !!!!,neg,de
  PRESS ANY BUTTON VOTE GOES TO BJP / NDA ONLY !!!#BAN EVM / #BREAK EVM /# CANCEL ELECTION BY EVM !!!!,neg,de
Join BJP,neg,fi
"  Abhi bhi time hai, Join BJP,, u will be future Sushma swaraj",neg,id
   Mere marze... Modi again...,neg,it
  She is asking like spoke person of bjp,neg,af
   you should join NAMO,neg,fi
  galat logon ko saath rahoge to ye he hoga join bjp,neg,so
  To BJP join karlo..,neg,fi
baranwal and modi same cast.if you are baranwal sue rahul gandhi for calling you chor.,neg,cy
    Becoz main frauds are U RSS BJP people,neg,ro
  Madam JiBJP join karogy to me #fatake fodduga ,neg,so
   modi's govt supported ,pos,it
After modi's speech in solapur feel like bring back manishankar ,neg,sv
  join bjp madam.,neg,id
    She shud join BJP...,neg,sq
"Wah Modi G Wah, Shame on you",neg,so
  Aunty bjp mein aaa jao,neg,fi
   PUNJAB 22 % VOTESHARE. HARYANA #3 OR 2 PARTY AFTER BJP,neg,de
       Only 4 modi ji,neg,cy
  aap ki jagah BJP me hain plz join bjp....,neg,fi
Bjp ke 7 seat delhi k kam hogai,neg,id
  Join In Bjp,neg,fi
like modi and sha,neg,sq
  Mam BJP India m aap ka welcome haii,neg,sw
Your Vote for  ?#NarendraModi vs #Rahul#Bjp vs #Congress  vs ,neg,no
  Join BJP..,neg,fi
We trust #India' s intelligence to never vote for a nerd like you #PhirEkBaarModiSarkar,pos,af
   No doubt modi..... And only modi..,neg,cy
   As a hindu I feel safe under BJP rule.,pos,ro
"  Ma'am, it's time to join BJP.",pos,fi
  Aap bjp me as jaoo mademji,neg,et
  Welcome  to BJP priyanka...,neg,so
  Pls join BJP,neg,fi
  Vote for BJP.....,neg,da
  Time to join BJP,neg,fi
  Vote for BJP....,neg,da
       BJP win,neg,pl
    Teri sunta kon he?....Vote for BJP....,neg,no
  Mam join BJP,neg,fi
  Inko b ab BJP me jana hai,neg,id
Who is going to make it in Karnataka? #bjp #inc #Karnataka #NarendraModi #rahulgandhi #india #news  ,neg,id
  still rahul ji is not arrogent like modi .,neg,et
  mam you can join BJp,neg,fi
  U r very smart & intelligent. Like Tom vadakalji kindly join BJP.,pos,no
   PeeCee time to leave pappu paaNdaan...join BJP,neg,fi
 Modi is our pm,neg,fr
"   you ll give free loans 2 crony capitalists , modi govt collects it",neg,ca
#azizpremji  muslims hate modi. You proved it.,neg,sl
 Thanks to Modi jee...,neg,hr
    Thanks Hum sab Hindu ab BJP ko hi vote denge.,neg,et
" Arrey jo sab padhe likhe hain woh sab BJP ke support mai hai, aur congress ke support mai dekhlo",neg,id
   Modi and only Modi,neg,cy
Modi's Drama For Votes Exposed,pos,ca
      Modi never foold any body.,neg,cy
 Only bjp for 20 yrs,neg,cy
   Namo for sure ,pos,pt
Modi says Rahul is also on bail...,neg,tl
"  Amitabh KantAndModi Can't Ab so jao, subah phir fake news baantni hai.",neg,id
  Welcome to bjp as karyakarta BJP supporter,neg,id
 BJP fuck,neg,de
Save India from Modi ji,neg,hr
Answer bjp,neg,de
"   Save Hindus , Vote for Modi !!",neg,da
Welcome BJP  ji...,neg,sl
 WHEN WILL BJP FILE DEFAMATION SUIT AGAINST THIS FAKE GANDHI FOR SPREADING LIES?,neg,de
  Bjp me aa jao mam..,neg,sw
    I guess you are best youngest BJP leader,pos,fr
 Shameful Modi shameful!,neg,so
   Obviously BJP. Jab baat desh ki ho tab BJP hi jeetengey.,neg,id
"       Support Modi ! Save India , Save Hindus!",neg,it
"   Support Modi ! Save India , Save Hindus!",neg,it
    Vote for BJP....,neg,da
" Okk, my vot only modi ji not for you.",neg,cs
 Go Vote For Modi,neg,de
 Still Modi again,neg,it
 U r unfit to rule ..so Vote Modi,neg,it
Modi great,pos,it
 Vote for bjp,neg,da
     Hot for BJP don't mistek,neg,no
  FOCUS ON HIGH GOALS RATHER THAN PERSONAL AGENDAS. GOONISM WILL SUBSIDE WHEN MODI IS REDUCED.,neg,de
 Vote for MODI vote for BJP,neg,da
 Go vote for BJP,neg,no
 Vote for truthvote for BJP.....,pos,da
  Only modi,neg,cy
 Again campaigning for BJP.. Hahahaha,neg,id
 Fukc You.#IndiaBoleModiDobara #ModiAgain #PhirEkBaarModiSarkar,neg,id
  I vote for NO MOre NAMO.#NOMO_NAMO,neg,no
" Yes, I've voted for  #PhirEkBaarModiSarkar",neg,af
  Only modi  ji,neg,cs
Lol !And  says Ambani is Modi's man.,pos,tl
 Vote for Modi and you get NYAY!,neg,da
   are you joining BJP ?,neg,fi
Only for Modi sarkar,neg,no
  Join Bjp,neg,fi
  Pls vote for modi save india ...,neg,it
 Vote for Modi please,neg,ro
   Do BJP needs maths stalward like her self?,neg,af
   Join bjp,neg,fi
" ""Vote for NYAY, Vote for BJP""",neg,da
We vote for NYAY . So vote for BJP..,neg,da
  Only Modi Ji !!,neg,cy
"  Priyankaji , join BJP. YOU WILL GET RESPECT AND OPPORTUNITIES TO WORK FOR THE NATION.",neg,fi
  Come join BJP. Cc ,neg,fi
    Will Mr.Modi apologize for 2002????,neg,it
"     What about BJp??Advani, murli joshi, sumitra mahahan",neg,id
 Phirse bjp sarkar,neg,id
 Vote BJP Fuck Congress,neg,de
 Yes mr rahul but aayeag to modi hi ,neg,id
"Yes, vote for BJPVote for Modi",neg,da
 Vot for BJP ,neg,da
Only Modi,neg,cy
  Nyay= BJP,neg,so
   Vote for BJP.....,neg,da
   Mat lena....Vote for BJP....,neg,ca
" Vote for better India, Vote for Modi",neg,da
  Only Namo again,neg,tl
 WE WILL VOTE FOR BJP ... MODIJI,neg,de
PC to join BJP? Seriously?,neg,fi
 India vote for hindutva vote for Hindustan vote for BJP vote for PM Narendra Modi,neg,no
" Yes, vote for Bjp. #bjp #EveryVoteForModi",neg,da
  Mam bjp join kar loCongres ka sanskar hi esa haiWe welcome u in bjp,neg,sv
 Its like BJP jita toh Ameet Shah ka ladka warna Rahul Gandhi toh waise bhi he hi for Sonakhsi ,neg,sw
    Hello friends pls go & vote for BJP dont miss aapka ek vote BJP ko jeetayega,neg,nl
   Hello friends pls go & vote for BJP dont miss aapka ek vote BJP ko jeetayega,neg,nl
  My pm Narendra Modi chor hai..,neg,cy
" Vote For Modi , Vote For prestige, vote for power, vote for growth /   Vote for BJP.",neg,da
 Modi exposed,neg,pt
 ONLY MODI JI,neg,sw
         Vote for BJP,neg,da
   Only Modi ji,neg,cs
 Yes... Yaad hai Vote For only Modi.,neg,cy
      Yessss it's  Modi's sunami not lahar I like it ,pos,et
VOTE FOR BRIGHT FUTURE OF  INDIA ....VOTE AGAINST BJP,neg,de
 Yes vote for bjp everyone,neg,da
  Bjp gave ticket to pc kartikBJP gave ticket to rahul GandhiBJP gave ticket to Sonia Gandhi,neg,sq
 Nope vote for #Modi,neg,ro
Voted for modi ji dear PAPPU,neg,da
  Modi ji My pm my pride #Rahul_gandhi_chor_hai,neg,cy
  When you join BJP ?????,neg,fi
        We delhi wale kit back bjp ass,neg,af
 Voted for BJP,neg,da
 Yes NYAY is equal to PM Modi.,pos,ca
 Sure.. Wl vote for BJP,neg,no
 Vot for modibot for BJP,neg,da
  Again come modi,neg,it
 Nyay on bjp side... So please vote BJP #PhirEkbaarModiSarkar,neg,af
  Vote for BJP,neg,da
 Do you credit modi for  failures,pos,cy
