tweet,sentiment,lang
 ... Muh pe tamachaaa... Thammm.. bhonk raha tha ki politics se iss movies se kuch lena dena nahi h...… ,,id
“...गरीबी पर वार  72000 हज़ार।”कांग्रेस पार्टी की गरीब परिवारों के लिए ‘न्यूनतम आय योजना’ (न्याय) स्कीम को विधान… ,,hi
"''आज सुबह तुगलक लेन की ओर गया, तो एक पेड़ पर उदास सा जनेऊ टँगा था।मैंने पूछा यहाँ कैसे ?जनेऊ बोला मालिक केरल ग… ",,hi
एमपी में मिल गए #NYAY के 9 करोड़#AbHogaNYAY ,,hi
हिंदुस्तान की हवा में ज़हर घोल रहा हूँ !नमस्कार मित्रों मैं चोकीदार बोल रहा हूँ !!#ChowkidarChorHai,,hi
भागो भागो शेर आया #सहारनपुर की पुकार#इमरान_खान अबकी बार#प्रियंका_गाँधी का रोड शो. . . .  ।।#congress… ,,hi
"       ""पूरा हिन्दुस्तान कोई न कोई… ",,hi
"  यूँ तो शब्द मुफ्त में मिलते हैं।लेकिनउनके चयन पर निर्भर करता है, कि उनकीकीमत मिलेगी… ",,hi
"राहुलजींच्या मार्गदर्शनाखाली आपण पलूसकडेगावसह महाराष्ट्र राज्य आणि देशात युवा शक्तीच्या जोरावर  क्रांती घडवू, असा… ",,mr
Shrimati  #ScapeGoat #RafaleScam Nirmala Sitharaman  Sambit Bakra  ,,id
😂😂😂 #RahulGandhi #Wayanad #Congress #Secularism #RahulGandhiwayanad ,,id
"17 साल जनसेवा और विकास के, सक्रियता और विस्वास के।#Guna #Shivpuri #AshokNagar #JyotiradityaMScindia… ",,hi
#ModiLaoDeshBanao    #ShekharGuptaDalalHai    #BJP  #INCIndia ,,id
சரிபார்ப்பு சமநிலை அமைப்புமுறையின் முக்கிய அம்சமான பொதுத் #தேர்தல்2019 இப்பொழுது நடைபெறவிருக்கிறதுபொதுமக்கள் இந்… ,,ta
🧐 அக்குழுவானது மீண்டும் ஆய்வு செய்து முறைகேடு நடந்திருப்பதை உறுதி செய்து முன்மொழிவு வேண்டுகோளையே ரத்து செய்ய வேண்… ,,ta
#BSNL का दिवालिया#जेट_एयरवेज का दिवालिया#वीडियोकॉन का दिवालिया#एयर_इंडिया का दिवालिया#बैंकों का दिवालिया… ,,hi
#SwagathamRahulGandhi #RahulTharangam #RGINWAYANAD ,,id
" Hi! please find the unroll here: Thread by  "" in Tamizh ‘நாட்டை உலுக்கும் ரபேல் பேர ஊழல்’ என்ற… ",,ta
"  इतनी जोर चल रही है मोदी की आंधी,उड़ कर जा पहुँचा केरल राहुल गांधी😋#CongressManifesto… ",,hi
#MIvCSK#RahulTharangam#RahulGandhiWayanad#BlankTrailer#Zayed#RBIPolicy#Nishad Part,,id
 #RahulForBehtarBharat #NYAYforIndia 🇮🇳देश ऐसे प्रधानमंत्री का दिल से इंतेज़ार कर रहा है।२३ मई को… ,,hi
  hume #nyay chahiye jitne. #sikh 1984 mei mare theyhume nyay chahiye . jitne kashmiri pandit… ,,sw
മോദി സര്‍ക്കാരിന്‍റെ ജനപ്രീതി ഉയര്‍ന്നുതന്നെ.. സര്‍വേ ഫലം ഇങ്ങനെ  #LokSabhaElections #LokSabhaElections2019… ,,ml
15 થી 21 એપ્રિલ વચ્ચે રાહુલ ગાંધી ગુજરાતમાં 5 રેલી કરશે Read more at:  ,,gu
  😁😁😁 हसी आती है गोबर भरे दिमाग वालो पर। लगता है आप जैसे लोगो ने गोबर गैस का नाम 2014… ,,hi
   ये मेरा ये आपका वतन है जीस वतन के लिये मेजर सहाब लडे वो अनेकता मे एकता वाला… ,,hi
 Jaisi Gandi soch waisi gandi shabdh... Iss anpadh ko to bhasha ka tak gyan nahi hai #ChowkidarChorHai #bjphataodeshbachao,,id
  Bihar mei Pehli baat aapke Chacha ki nitish Kumar ki sarkar hai aur secondly centre… ,,id
  Wo sachai dikha rha hai aur kai gobar chaap bhakto ko ye emotional blackmail lag rha ha… ,,id
   1 भी साबित किया फिर भी जांच करवाई पर मोदी को राफेल की जांच से डर लगता है #ChowkidarChorHai,,hi
गधे भी गुमान कर गए जब उन्हें पता चला कि उनसे बड़ा एक दो पैर वाला गधा 49 साल की उम्र में उनके बराबर की समझदारी न ला… ,,hi
   #RahulGandhiWayanad #RahulGandhiPagalHai #ModiHainTohMumkinHain… ,,id
आखिर वो क्या राज़ है कि पाकिस्तान की ISI भी चाहती है कि मोदी पीएम बनेपुलवामा और बालाकोट fixed था ये बात #इमरान_खान… ,,hi
#ಕಾಂಗ್ರೆಸ್‌_ಸಾಕಾರಗೊಳಿಸಲಿದೆ🔹GST2.0🔹ಈಗಿರುವ ವಿವಿಧ ತೆರಿಗಳನ್ನು ರದ್ದುಪಡಿಸಿ ಏಕರೂಪ ತೆರಿಗೆ ವ್ಯವಸ್ಥೆ ಜಾರಿ (ಸರಳ ಜಿಎಸ್'ಟಿ)… ,,kn
#NYAY #RahulTharangam  ,,id
 Jai Congress ... Sb ko milega #NYAY,,et
"Kuch AndhBhak ne Hindu Hindu kehete 2, un bhakto ko gala sukh gaya aur ankho ki paani""AndhBhakto, bahar dekho, ba… ",,id
Congress ki ab vo log support karenge Jo desh k tukde Karne k naare Diya karte Hain aur jinhe India SE problem hai… ,,no
#ModiMatBanao 😂😂😂😂😂   ,,sw
 आपके बार बार कोंग्रेस् के घोषणापत्र पर प्रेस कोंफ़्रेस् लेना कुछ पल्ले नहीं पड़ रहा जेटली जी ! हार का… ,,hi
"मध्यम वर्ग के मित्रों, ध्यान रहे कि #न्याय के तहत जो ७२००० रुपये प्रति वर्ष #RahulGandhi जी ने भारत के २०% ग़रीबों… ",,hi
कल किसी की शादी के टेंट में गधा घुस गया तो लड़की का बाप गाली देते हुये बोला कि चौकीदार कहां मर गया?सारे बीजेपी वा… ,,hi
"   एक ही दिन मैं मोदी जी को दो झटके! पहले राफेल की फाइल दोबारा खुली, और फिर… ",,hi
பாஜக தலைவர்களை கொதித்து எழ வைத்த காங்கிரசின் அந்த 2 வாக்குறுதிகள்! தேசத் துரோகம் என்கிறார்கள்… ,,ta
15 એપ્રિલે રાહુલ ગાંધી આવશે ગુજરાત#RahulGandhi #Gujarat,,gu
#WafadaarJawaharLal #ModiLaoDeshBanao #CriminalJustice #ModiMatBanao #mumbai #assam #pakistan #usa #cnn #trump… ,,id
"#Chowkidar ko bhi hui chori ka hisaab dena padta hai, na jaane kaise, aaj Tak behisab manmarji naukari Karta hai ye… ",,id
 Modi is himself cabinet. No need to ask anybody else. So yeh bhi pardarshita ke tahat kiya giya hai. Koi… ,,id
   #ChowkidarChorHai इसको भगाओ,,cy
"#BigBreaking''#राफेल स्कैम'' किताब जब्त, लॉन्चिंग पर रोक(अगर #RafaleScam मे घोटाला नही हुआ तो किताब ज़ब्त क्यों… ",,hi
चौकीदार ही चोर है।#RafaleScam ,,hi
"दो वीडियो: जैसे ही   ने #Rafale पर प्रश्न किया तो शहंशाहऐहिंद  भड़क गये, आरो… ",,hi
#RafaleDeal #RafaleCase #RafaleScam ,,ro
"जो लड़का तीन साल पहले ₹ २०००/  के लिये लाइन मे लगा था आज वो ₹ ७२०००/ बाँट रहा है, आैर कितने अच्छे दिन चाहिये।😝😝… ",,hi
"Ladies and Gentlemen, Presending #NYAYForIndia. #AbHogaNYAY ",,de
யாருக்கும் சாதகம் செய்யும் விதமாக கொள்முதல் நடந்து என்று கூற முடியாது😏 அம்பானியை ஆப்செட் கூட்டாளியாக தெரிவு செ… ,,ta
"“Pata hai kya aapko? Nahi pata hai, kaha pata hai” #chowkidaarhichorhai #ModiMatBanao… ",,sw
#MIvCSK#Dhoni#RahulGandhiWayanad#Zayed#RBIPolicy#RahulTharangam#AlwaysAStar#Nishad Party#Skybags,,tl
"There is  , Muslim league, ;  😍😍😍😍#RahulGandhiWayanad #RahulTharangam ",,id
Capital Grapevine  #Mahagathbandhan #PMModi #grandalliance #PappuYadav #Bihar #RJD #SharadPawar #NCP #Maharashtra… ,,id
"‘GSTৰ জৰিয়তে দেশৰ জনতাক কৰৰ মাধমাৰ, গব্বৰ সিং টেক্স নালাগে আমাৰ চৰকাৰ আহিলে গব্বৰ সিং টেক্স নাইকিয়া কৰিম, বিজেপিৰ… ",,bn
கம்பெனி தரக்கூடிய அதிசிய பொருள்.... 🙋‍♀️#MKStalin #DMKFails  #SayNoToDMK  #DMKAlliance  #Congress… ,,ta
सीएम के सचिव के ठिकानों पर छापेमारी के दौरान सीआरपीएफ और एमपी पुलिस में हुआ विवाद/During the raid on the Chief Mini… ,,hi
कांग्रेस का नया नारा 'न्याय' #LokSabhaElection2019 #RahulGandhi #Mumbai ,,id
 #Modi ji prays for #MamataBanerjee's victory.#Vote4bjp#vote4cpim#vote4left#vote4tmc#westbengal… ,,nl
"#ModiMatBanaoसावधान, Bjp का भगवा कश्मीर में हरे रंग में बदल चुका है, लिखा जा रहा है : "" खालिद है तो सॉलिड है "",… ",,hi
" Lok tantra ki baatein #RSS walon ko suit nahin karti, sir jee. Shakha me saare sanghi, kaun sa tantra… ",,id
"#ModiMatBanaoछोटी सी जिंदगी है ,लम्बा सा रास्ता ।मुजे मेरे  15 लाख दे दो ,मोदी जी  तुम्हे  स्मृति ईरानी का वास्ता ।",,hi
 #ModiMatBanao #modibanagaya choo,,tl
"जब आपका धर्मगुरु साबुन बेचने लगे,साबुन की कंपनी राष्ट्रीय सुरक्षा करे, सुरक्षा देने वाला अपने मन से आपको धर्म सि… ",,hi
   Feku g ko vote nai jaayega Tu bho vote feku ko nai dega muhe pta hai… ,,hr
" Agar feku ne 5 Saal mei kuch kia hota to us per baat karta, uska data deta desh k Saamne. Lekin job sarka… ",,id
"मुझे अनुभव से साहस मिला है। जो कुछ भी हुआ, उसे मैंने स्वीकार किया। अगर आप सच को स्वीकारते हैं, तो आपमें साहस आता है… ",,hi
Rahul in Wayanad: CPIM and BJP nervous and restless#RahulGandhiWayanad #RahulLovesModi #RahulGandhi #wayanad… ,,id
#RahulGandhiWayanad #RahulGandhi ,,so
"राज दरबारी पत्रकार बड़े परेशान हैं मोदी से, क्या करोगे यदि मोदी फिर से आ गया!  ;)  ",,hi
#Navratri #Gudipadwa  #Ugadi #NoMoANYAY#CongressNYAY #FekuDramebaaz #FekuJumlewala #EkHiChowkidarChorHai… ,,id
#NYAYforIndia .#RahulForBehtarBharat . ,,id
#nyay के लिए विगत 2 वर्ष से एक युवक परिवहन विभाग मंत्री  #IGRS में लगातार शिकायत करता रहा आज… ,,hi
"राम चंद्र कह गए सिया से,ऐसा कलयुग आएगा,15 लाख के जुमले वाला,72 हज़ार पर सवाल उठायेगा |गरीबी पर वार, 72 हज़ार !… ",,hi
"कांग्रेस ने 'हम निभाएंगे' के वादे के साथ न्यूनतम आय योजना, रोजगार सृजन और किसानों के लिए अलग बजट समेत 5 बड़े ऐलान… ",,hi
मोदीजी ने चाय ☕ पर चार्चा कि 🙄हम #NYAYForIndia  👏🙏पर चार्चा करेंगे #RahulForBehtarBharat,,mr
#NyayForIndia न्यूनतम आय योजना       ,,hi
हमारा पहला कदम न्याय का कदम होगायुवाओं को न्यायकिसानों को न्यायदलितों को न्याय महिलाओं को न्याय  ,,hi
#NyayForIndia #HappyUgadi #नवरात्रि #Navratri Sushmaji पिछड़ों और दलितों को ब्राह्मण मानसिकता से रौंद कर जब आप लोग… ,,hi
राहुल गांधीने आज वायानाड बेठक से फोर्म भरा...भीड की तादात..अनगीनत...देखे विडियो...#RahulTharangam… ,,hi
અમે રૂ. 15 લાખ નહીં પણ રૂ.3.60 લાખ પાંચ વર્ષે ગેરંટી કરી દરેક ગરીબના બેન્ક એકાઉન્ટમાં આપીશુઃ રાહુલ ગાંધી… ,,gu
"भाजपा प्रदेश अध्यक्ष जीतु वाघाणी का विवादित बयान, कहा नहेरु से लेकर राहुल तक सब जन्म से जूठे है#JituVaghani #BJP… ",,hi
न्याय वो एकमात्र शब्द है जो समेटे है खुद में गरीबों के बेहतर भारत का सपना।#CongressManifesto2019 #NyayForIndia ,,hi
#Modi ka sath #Reliance ka vikas... #ChowkidarChorHai #BJP #AmitShah #RahulForBehtarBharat #Rahugandhi #INC,,id
જાણો છો મુલાયમ સિંહ યાદવ કોના દેવાદાર છે ? પુત્ર અખિલેશના... #LoksabhaElection #RahulGandhi #gujaratinewslive… ,,gu
 #wyanand   રાહુલ ગાંધી વાયનાડથી ક્યારે ભરશે ઉમેદવારી પત્ર ? જાણો વિગત    ,,gu
વાયનાડ સીટ : હાઇ પ્રોફાઇલ સીટ ઉપર રાહુલ ગાંધી ફેવરીટ#Election #Politics #RahulGandhi #Wayanad\ ,,gu
"गाँधी परिवार और #Congress की एक ही मंशा है, जब तक प्राण है! भारत को लूटो और इटली से पहले देश आतंकवादियों के हवाले… ",,hi
 #bhagrahulbhag #jijasalachorhai #RahulGandhi #RahulLovesTerrorists #RahulGandhiWayanad #PappuDiwas… ,,id
#RahulGandhi #KamalNath ,,id
"इस मासूम को प्रधानमंत्री बनने का ख्वाब दिखा कर, इसका बचपन छीनने वालों!तुम्हें पाप लगेगा, पाप... ",,hi
 Pulwama ke waqt #JammuKashmir mein kis ka shashan tha? Kis se chook hui? Kya Jaan buz kar hui? Kya… ,,sw
Awesome. #JagoIndiaJago #ChowkidarChorHai #ModiMuktBharat #ModiMatBanao ,,id
  #ModiMuktBharat #ModiMatBanao #ChowkidarChorHai #merapradhanmantrichorhai ,,id
 #ModiMatBanao #ModiMuktBharat #merapradhanmantrichorhai ,,id
 Bjp aur. #ChorChowkidar jis ke Dalal aur naukar bane baithe hai. Unki bhi zara tarot karo. Bluff minis… ,,id
 #ChowkidarChorHai #ModiMuktBharat #ModiMatBanao #RahulGandhi ,,sw
 Isle barein mein kuch kahoge feku prasand. #ChorChowkidar  ye. Sanakar hai hindu o ke cha… ,,so
   Yeh hi hai. Hindu sanskar.  Ek yogi ke.  Chappal pehenkar aarti karta hai ye bh… ,,id
 #ModiMatBanao #ModiMuktBharat ,,hr
  To.  5 saal modi chor isnaan  ne Kya guhiya kati! Apne chor sipahio k saath milke sir… ,,tl
 Bharat mata ki. Jai #ModiMuktBharat #ModiMatBanao,,id
 #bjp_pak_alliance #BJP_लाओ_देश_बचाओ #ModiMatBanao #ModiMuktBharat ,,id
  Aap. Apni baat karo. Kya kiya aapne jhooth bolne jhumlo ke alawa aur Pakistan ki bir… ,,id
 Jhumlo ya Sach ya jhoot ya Chori ! #BJPJumlaSankalapPatr2019 #BJPJumlaManifesto #ModiMatBanao… ,,sw
  #BJPJumlaSankalapPatr2019 #BJPJumlaManifesto #ModiMatBanao #ModiMuktBharat… ,,id
 Apki. Rashtrawadita  ki ek. Mamuli. Jhalak. Apke. Chahnewalo ke liye ##bjp_pak_alliance… ,,id
 ##BJPJumlaSankalapPatr2019 #BJPJumlaManifesto #ChowkidaarChorHai #ChowkidaroKaScam #ModiMatBanao… ,,id
 #BJPJumlaSankalapPatr2019 #BJPJumlaManifesto #ChowkidarChorHai usne apka vishwas churaya 2014 mein 15 lak… ,,id
 #BJPJumlaManifesto #ChowkidaarChorHai #ModiMatBanao #ModiMuktBharat ,,sw
 #ChowkidaroKaScam #ChowkidaarChorHai #ModiMatBanao #ModiMuktBharat ,,id
 #ChowkidaroKaScam #ChowkidaarChorHai #bjp_pak_alliance #ModiMatBanao #ModiMuktBharat ,,id
 . Yeh bhi batao ki  ka. Naam Aisha bi hai aur unho be Muslim rivaaj se.  Dharmendra ji se… ,,sw
   #BJPJumlaSankalapPatr2019 #BJPJumlaManifesto #ChowkidarChorHai #ModiMatBanao… ,,id
 #Scared2Debate #ModiMuktBharat #ModiMatBanao ,,id
 #ChowkidaarChorHai #chowkidarjhoothahai #ModiMatBanao #ModiMuktBharat ,,so
 Modi tumahri. Jhooth ki factory par aj ek pehli notice ayi hai itna ho samjo #Rafael ki chori khul rahi… ,,sl
  #ChowkidaarChorHai Aaj. Rafael ki dalali aur. Chori ka ek jhooth to pakda gaya.  Tum a… ,,id
  Abhi. Election hai to sab yaad ayenge baad mein adani aur Ambani ke alawa koi dikhta… ,,id
राहुल गांधी का वायनाड स्टाइल ||#RahulGandhiWayanad      ,,mr
ये पाकिस्तान के मसूद अजहर की रैली नही है... ये भारत के वायनाड मे राहुल गांधी की रैली है...अब फैसला आप को करना… ,,hi
"#Congress પ્રમુખ  ની પત્રકાર પરિષદ,અમિત ચાવડાએ અમિત શાહ પર કર્યા પ્રહાર કહ્યું અમિતશાહે એફિડેવિટમાં… ",,gu
"#RahulGandhi ના ગોટાળા કરવાવાળાઓ સાથે સંબંધ,  શું આ #RG, #AP, #FAM કાલ્પનિક વ્યક્તિ છે ?, હેલીકોપ્ટરની દલાલી કોણે… ",,gu
"#RahulGandhi  15 એપ્રિલે ગુજરાત આવશે, રાહુલ ગાંધી અમરેલીથી પ્રચારનો પ્રારંભ કરશેરાહુલ ગાંધી ઉપરાંત અન્ય સ્ટાર પ્ર… ",,gu
छापेमारी बदले की भावना से की जा रही है.लेकिन पैसा इकट्ठा किस भावना से किया जा रहा थाये भी तो बताओ कमलनाथ जी!!!#KamalNath #Congress,,hi
"હવે તાનાશાહો સાફ થશે,વીજળી ના બિલ હાફ થશે, ખેડૂતોના દેવા માફ થશે હવે ભાવનગર સંસદ માં બોલશે  #manhar2k19 … ",,gu
" ના મતદારોએ ઠાલવ્યો રોષ #Congress કે #BJP બધા પોતાનું જ કરે છે રાધનપુર વિકાસ ઝંખે છે, ધારાસભ્ય બન્યા… ",,gu
Fortuner main ghumne Wala  khud ko #Berojgar Bata rha Tha... #SardarPatel ki duhaai dekar #Rajneeti ch… ,,id
દેશના 20% ગરીબ પરિવારોને દર વર્ષે રૂ.72000 મળશે #NYAYforIndia ,,gu
"गरीबी पर 'सर्जिकल स्ट्राइक' है 'NYAY योजना', मिडिल क्लास पर नहीं पड़ेगा बोझ!कांग्रेस पार्टी सत्ता में आयी तो गरीब… ",,hi
#Superb... 🤣🤣🤣🤣🤣🤣🤣#NYAY Vs. #BJPJumlaSankalapPatr2019   ,,id
Blaming Nehru ?Ha Ha Ha! 😂#Chokidaarchorhai #NYAY ,,id
#BJPManifesto को देखकर लगता है  ;  ने पहले ही अपनी पराजय स्वीकार कर ली है.. रोजगार की कोई बा… ,,hi
"😲🤑🤑🤑😡#72,000 #NYAY આપવા માટે ભેગા કર્યા હતા, Income Tax વાળા એ ખેલ બગાડી કાડયો 😇🤣🤣🤣ભ્રષ્ટ નેતાઓ 😡#Corruption… ",,gu
#NYAY यह मध्य प्रदेश मे से ब्लैकमनी आयकर विभाग को मिला है वह कौन से न्याय की दें है किसीके साथ हुऐ अन्याय की उपज है… ,,hi
#Wayanad #LokSabhaElections2019 #RahulGandhi ,,so
"રાહુલ ગાંધીના 72 હજાર કેવી રીતે આવશે તમારા ખાતામાં, જાણો આખી પ્રોસેસ ://gujarati.news18.com/news/nationalinternati… ",,gu
"મહિલાઓને વધુમાં વધુ રોજગારી આપતા રોજગારોને મળશે પ્રોત્સાહન...મહિલાઓની ઉન્નતી માટે મારો મત કોંગ્રેસ ને,દેશના ઉજ્જ… ",,gu
#incindia # ,,it
"#पाकिस्तान आया मोदी के समर्थन में, जब की यहा उसके नाम पर तो वोट मांग रहे है #मोदी जी।एक भारतीय होने के नाते मोदी… ",,hi
#RahulGandhiStudentsInteraction #RahulGandhi #RahulTharangam #RahulForBehtarBharat #RahulGandhiInNagpur #RahulWayanadShow let's see,,id
जिस किसी की मिले कांग्रेस कार्यालय में लौटाने का कष्ट करें?  #RahulGandhiWayanad #RahulLovesTerrorists… ,,hi
"आप क्या देखना पसंद करेंगे,चुनना आपको है !  Vs  #ModiLaoDeshBanao #BharatBoleModiModi… ",,hi
जब अरुण जेटली और रवि शंकर प्रसाद जैसो को प्रेस कांफ्रेंस करनी पड़े तो समझ लो तीर सही निशाने पर लगा है !… ,,hi
"નેહરૂગાંધી પરિવારે કરી હતી, તેવી જ ઐતિહાસિક ભૂલ કરવા જઈ રહ્યાં છે રાહુલ ગાંધી: જેટલીજાણો સમગ્ર વિગત:… ",,gu
રાહુલના રોડ શોમાં ત્રણ પત્રકાર ઇજાગ્રસ્ત થયા અને પછી રાહુલે જાણો શું કર્યું#LoksabhaElection2019 #LoksabhaElection… ,,gu
ચૂંટણી સમયે પરિવારને બચાવવા પ્રિયંકા ગાંધીને રાધે મા પણ બનવું પડે છે..!🤣#Congress #PriyankaGandhiVadra… ,,gu
અમદાવાદ કોર્ટે રાહુલ ગાંધીને કોર્ટમાં હાજર થવા મોકલી નોટિસ#National  #DefamationCase #RahulGandhi… ,,gu
"ADC બેંકએ કર્યો બદનક્ષીનો દાવો, રાહુલ ગાંધીને હાજર રહેવા અ’વાદની કોર્ટનું ફરમાન જાણો સમગ્ર વિગત:… ",,gu
जनता सब जानती है कांग्रेस कुछ नहीं करती यह भी मानती है🧐#RahulGandhi #BJPManifesto #BJPSankalpPatr2019… ,,hi
"વાવના ધારાસભ્ય ગેનીબેન ભાન ભૂલ્યા, PM મોદીના પિતાને લઇને કરી અભદ્ર ટિપ્પણી :  ",,gu
અયોધ્યામાં વિવાદિત જમીન પર રામ મંદિરના નિર્માણને કોંગ્રેસના નેતાએ આપ્યું સમર્થન#National  #RamJanmabhoomi #Ayodhya… ,,gu
"न कोई कमजोर, न कोई लाचारसब को है वोट का समान अधिकारअपना वोट अवश्य दें, इस बार. #LokSabhaElections2019… ",,hi
हम अमन चाहते हैं मगर ज़ुल्म के ख़िलाफ़ गर जंग लाज़मी है तो फिर जंग ही सही#RahulTharangam #WaqtKiPukaar ,,hi
આવા કૌભાંડીઓને હજુ પણ વોટ આપવો છે કે હવે જેલમાં મોકલવા છે? #congressscams #RafaleScam #CongressCheatsIndia… ,,gu
"कांग्रेस अध्यक्ष  ने कल जो चुनावी घोषणापत्र जारी किया,वह ऐतिहासिक है।देश की दिशादशा बदलने में यह याद… ",,hi
મોંઘા શિક્ષણ અને ડોનેશનથી વાલીઓને મુક્તિ મળશે અમે નિભાવીશું !!#Nyay #TimeForChange #VoteForChange… ,,gu
"कांग्रेस का देने वाला सिर्फ वादा है, लेने वाला 'खानदानी' अधिकार #Congress #ModiOnceMore ",,hi
"Jisko Bhart ki ""Population"" nhi pata Woh PM kese ban sakta hai#ModiMatBanao #ModiHaiTohMumkinHai #Feku… ",,id
  Dubara mera naam liya na... 😠😠😠#ModiMatBanao #EkHiChowkidarChorHai #Feku ,,sw
"  Iss Baar Hum ne ""Pakode Recipe Book"" 😋😋👌👌 Release ki hai... Asah karta hu Aapko Achi Lag… ",,id
 राम मंदिर पर लोगों की प्रतिक्रिया #BJPJumlaManifesto #BJPManifesto #ModiMatBanao #Feku… ,,hi
 3 minutes  ka Madari ka Khel 😂😂😂😂#MyFirstVoteForModi #Feku #ModiMatBanao ,,et
 Meri Sarkar ko aa ne toh do... #AbkiBaarKiskiSarkar #IsBaarNaMoPhirSe #Feku #ModiMatBanao… ,,so
"""यह जनता की है ललकार बंद करो यह भ्रष्टाचार"" 🙏#BureDinJaneWaleHai #BJP_भगाओ_देश_बचाओ #RahulKiBehtarBharat… ",,hi
#UrmilaMatondkar #RahulGandhi #RahulGandhiWayanad #SoniaGandhi   dear urmila हिन्दूओ को हिंसा करने वाला बताकर तूने… ,,so
अगर हम सत्ता में आये तो विद्यार्थियों को वॉटरप्रूफ Exam पेपर देंगे जिससे लीक होने का कोई खतरा नहीं होगा.— #RahulGandhi .🤣🤣#AbHogaNyay,,hi
" सुना है,#ChowkidarChorHai का नारा लगाने वालों के यहाँ से 280 करोड़ इनकम टैक्स वाले लेकर गए!!!!… ",,hi
"ખેડૂતો માટે બનશે અલગ કિસાન બજેટ, મળશે ખેડૂતોને ખુશહાલી...ખેડૂતોની ખુશહાલી માટે મારો મત કોંગ્રેસ ને,દેશના ઉજ્જવળ… ",,gu
तुम चौक़ीदार ‍हो ️तो हम सब तुम्हारे मालिक हैंतय हम करेंगे की चौक़ीदार रखना है या बदलना है 😂😂#ChowkidarChorHai#ChorBanaChowkidar,,hi
ये पाकिस्तान के मसूद अजहर की रैली नही है... ये भारत के वायनाड मे राहुल गांधी की रैली है...अब फैसला आप को करना… ,,hi
#RahulGandhiWayanadहरे(पाकिस्तान  🇵🇰)  के साथ लाल (कोम्युनिस्टचीन🇹🇷) झंडा भी लहरा रहा है। लग रहा है चुनाव प्रचा… ,,hi
#NCPManifesto2019 #RahulGandhi #RahulGandhiWayanad  24 states me 24 mahine phele sarkar kya banalii suru ho gaye… ,,so
"कड़ी धूप, बारिश, ठंड में गड्ढे खोदने की खून पसीने वाली मजदूरी पर कोई ऐतराज नही लेकिन आराम से कर्जा लेकर पकोड़े तलने… ",,hi
"  ने कहा था कि  #NYAY योजना के अंतर्गत 72,000 दे देगी।आज में कहता हूं आप अभी को पैसे दे… ",,hi
"  ने कहा था कि  #NYAY योजना के अंतर्गत 72,000 दे देगी।आज में कहता हूं आप अभी… ",,hi
"rahul says "" i love modi """" जालिम!! गद्दार!! एहसास फरामोश!! आखिर दिखा ही दी ना अपनी औकात!😠 एक बार हमारे बारें में… ",,hi
1966 मे इंदिरा: भारत मे कोई भूखा नही रहेगा.2019 मे राहुल: भारत मे कोई भूखा नही रहेगा.जुमला इसे कहते है😝😝😝😝… ,,hi
क्या राहुल गांधी में हिम्मत है कि वह वायनाड में जाकर खुद को कहें कि हां मैं जनेऊधारी हिंदू हूं .. मैं शिव भक्त हूं… ,,hi
#election #politics #vote #nigeria #bjp #india #congress #elections #news #narendramodi #trump #nigeriadecides… ,,ca
#CONGRESS   #HYPOCRISY ,,vi
अगर राहुलगाँधी #न्याय योजना पर वोट मांग रहे है तो मोदीजीभी #नोटबन्दी #GST पर वोट मांग ले🤔उन्हें किसीने रोका थोडेही… ,,hi
"गिरता रुपया,डूबते बैंक,चढ़ता तेल और बढ़ती बेरोजगारी.ये कारनामे ऐसे ही नहीं होते इसके लिए 1818 घंटे काम करना पड़ता… ",,hi
अमेरिका सबूत देकर बोलापाकिस्तानके पास सभी F16✈️सुरक्षित है 🤯अंधभक्त रोकर बोलाअमेरिकाको कांग्रेसने खरीद लिया… ,,hi
     #INCINDIA अपनी औकात पर आ ही गई।,,hi
 #RahulGandhi chor hai. #RahulGandhi chor hai #RahulGandhi chor hai. #incindia chor hai. #jijasalachorhai. 😠😠😠😠😠😠,,sw
"Masood Azhar ko Kandahar Chhodne wale, Afzal Guru ko Shaheed kehne wali Mehbooba ke saath sarkaar banane wale Desh… ",,so
"मुझे अनुभव से साहस मिला है। जो कुछ भी हुआ, उसे मैंने स्वीकार किया। अगर आप सच को स्वीकारते हैं, तो आपमें साहस आता है… ",,hi
"जब हम सत्ता में आएंगे, तो संसद और राज्य विधानसभाओं का 33% हिस्सा महिलाओं के लिए आरक्षित होगा । राष्ट्रीय स्तर पर स… ",,hi
"मुझे अनुभव से साहस मिला है। जो कुछ भी हुआ, उसे मैंने स्वीकार किया। अगर आप सच को स्वीकारते हैं, तो आपमें साहस आता है… ",,hi
"मुहब्बतों का सैलाब,शुक्रिया वायनाड|#RahulGandhiWayanad #RahulTharangam ",,hi
'अन्याय' के खिलाफ जंग की शुरुआत हो चुकी है          अब 'न्याय' का दौर आएगा#RahulTharangam #RahulGandhiWayanad ,,hi
हम अमन चाहते हैं मगर ज़ुल्म के ख़िलाफ़ गर जंग लाज़मी है तो फिर जंग ही सही#RahulTharangam ,,hi
#RahulGandhiWayanad #RahulTharangam ,,id
"2019 में अगर फिर लुटना हो, तो फिर एक बार मोदी सरकार#RafaleScam ",,hi
हम #NYAY के लिए मध्यम वर्ग पर टैक्स का भार नहीं बढ़ाएंगे: काँग्रेस अध्यक्ष श्री RahulGandhi #NYAYforIndia ,,hi
